description,__CLASS__,location,id,redirect_url,salary_max,category,longitude,adref,title,salary_is_predicted,created,latitude,salary_min,company,contract_type,contract_time
"Job Description The DSS Accountability Office's ORCA is charged with working closely with internal and external partners to ensure that DHS facilities, directly-managed and those managed by provider agencies, comply with statutory, regulatory and contractual obligations governing the provision of shelter in New York City. ORCA carries out its mission through collaboration with Agency personnel to develop initiatives that optimize the Agency's resources to comply with regulatory requirements. Th…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['US', 'New York', 'New York City', 'Manhattan', 'Grand Central'], 'display_name': 'Grand Central, Manhattan'}",4989514161,https://www.adzuna.com/details/4989514161?utm_medium=api&utm_source=962be41e,86183.41,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs', 'label': 'Scientific & QA Jobs'}",-73.978504,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk4OTUxNDE2MSIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.4ZXfJLIe58k2I1uc8h8kKC3Csl1zG6gSK_Em_tPQJbM,DATA RESEARCH ANALYST,1,2024-12-25T18:29:19Z,40.755381,86183.41,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'City of New York'}",,
"Job Description About the Agency: The New York City Department of Housing Preservation (HPD) promotes quality and affordability in the city's housing, and diversity and strength in the city's neighborhoods because every New Yorker deserves a safe, affordable place to live in a neighborhood they love. - We maintain building and resident safety and health - We create opportunities for New Yorkers through housing affordability - We engage New Yorkers to build and sustain neighborhood strength and …",Adzuna::API::Response::Job,"{'display_name': 'Grand Central, Manhattan', 'area': ['US', 'New York', 'New York City', 'Manhattan', 'Grand Central'], '__CLASS__': 'Adzuna::API::Response::Location'}",5007337436,https://www.adzuna.com/details/5007337436?utm_medium=api&utm_source=962be41e,69613.38,"{'tag': 'admin-jobs', 'label': 'Admin Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",-73.978504,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAwNzMzNzQzNiIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.B16IIwAutwmxCbEoz0rShi4EvOnMmrBKSPfTA4Iz3Fo,Data Analyst for the Division of Co-op Readiness & Technical Services,1,2025-01-11T18:58:39Z,40.755381,69613.38,"{'display_name': 'City of New York', '__CLASS__': 'Adzuna::API::Response::Company'}",,
"Job Description Job Description Lawyers on Demand is urgently seeking one contract Data Entry Analyst for an on-site assignment in New York City (Manhattan) . The work will consist of downloading and moving documents with some data entry pieces involved. The client is a financial institution that is seeking a tech-savvy candidate for this work. Candidates must be comfortable working with computers and MS Office programs, along with various other document softwares. This work will be 100% on sit…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['US', 'New York', 'New York City'], 'display_name': 'New York City, New York'}",5019852677,https://www.adzuna.com/land/ad/5019852677?se=qGDQsy_e7xG3XU9x78hqtQ&utm_medium=api&utm_source=962be41e&v=AE823935CBB8BA2F1552F524061E7A0C57055E53,55853.35,"{'label': 'Admin Jobs', 'tag': 'admin-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUdEUXN5X2U3eEczWFU5eDc4aHF0USIsImkiOiI1MDE5ODUyNjc3In0.waKlUpota8gbBRhFXEZ4ZaBxXewq0aclJv7bFyKipzQ,CONTRACT | Data Entry Analyst,1,2025-01-22T11:25:19Z,,55853.35,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Consilio, LLC - Talent Solutions'}",,
"Role - Data Analyst Location - NJ/NYC - 2 Days onsite 100% Mandatory (Submit only locals/nearby) Primary Skill : Python, SQL,Financial Data exploration and insights, Cleansing, Preparation, Reporting, Azure Job Summary The Lead Business Analyst with data analysis,business analysis,Agile methodology will be responsible for overseeing data analysis, business analysis, and Agile methodology to drive business objectives and improvements. They will play a key role in understanding business needs, an…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Grand Central, Manhattan', 'area': ['US', 'New York', 'New York City', 'Manhattan', 'Grand Central']}",5026932486,https://www.adzuna.com/details/5026932486?utm_medium=api&utm_source=962be41e,145600.0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}",-73.978504,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAyNjkzMjQ4NiIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.e3UqhOs8FD0ucvT0rM2HsZXoxEMvxDy6V2cvTTSiCCk,Data Analyst,0,2025-01-28T08:06:49Z,40.755381,135200.0,"{'display_name': 'Noblesoft Technologies', '__CLASS__': 'Adzuna::API::Response::Company'}",,
"Data Analyst(Collateral Analysis) Location: Jersey City, NJ Duration: Contract Schedule: Monday – Friday 8:30AM - 5:00PM Hybrid Schedule: (3) Days in Office (Tuesday-Thursday) & (2) Days Remote (Monday & Friday) Dress: Business Casual This is a big migration project starting in February 2025. Client is now moving forward and would like to obtain (2) temporary employees for a (5) month project starting in February 2025. JOB DESCRIPTION: Collateral Analysis Temp Job Responsibilities (include but …",Adzuna::API::Response::Job,"{'display_name': 'Summit Avenue, Hudson County', 'area': ['US', 'New Jersey', 'Hudson County', 'Summit Avenue'], '__CLASS__': 'Adzuna::API::Response::Location'}",5013389920,https://www.adzuna.com/details/5013389920?utm_medium=api&utm_source=962be41e,75520.16,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}",-74.053943,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUdEUXN5X2U3eEczWFU5eDc4aHF0USIsImkiOiI1MDEzMzg5OTIwIn0.GnmPp2xthWW7Q4dnDCixgN4Q-JpPIPfI2XlGIj4uazs,Data Analyst,1,2025-01-16T13:33:55Z,40.751806,75520.16,"{'display_name': 'Pharmatek Consulting Inc', '__CLASS__': 'Adzuna::API::Response::Company'}",contract,
"For more details, please connect with Ibad Ullah Khan at 971-431-1753 or email at ibadkvgroupinc.com Client: State of New York Job Title: Data Analyst Duration: 36 Months Start Date: ASAP Location: 505 Clermont Ave, 3rd Floor, Brooklyn, NY 11238 Position Type: Contract Interview Type: Webcam Interview/ In Person Ceipal ID: SNY_DATA105_IK Requirement ID: DSS-ITS-C-20250103-1 Department: State of New York Department of Social Service Description: Coordinated Assessment and Placement CAPS is a Fed…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Brooklyn, New York City', 'area': ['US', 'New York', 'New York City', 'Brooklyn']}",5020958642,https://www.adzuna.com/details/5020958642?utm_medium=api&utm_source=962be41e,68228.59,"{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",-73.963336,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAyMDk1ODY0MiIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.mdRKB3p9bAGjk3-n3ngKmZkPcn5SBPQpTYscc8JAg7U,Data Analyst,1,2025-01-23T07:39:55Z,40.680193,68228.59,"{'display_name': 'VGroup Inc', '__CLASS__': 'Adzuna::API::Response::Company'}",,
ABOUT THE ROLE The Enterprise Data Analytics team at Peloton is looking for a passionate and strategic-minded Data Analyst to join our growing team. This person will contribute to key projects that enhance visibility into key enterprise metrics and drive action based on the resulting insights. They will partner closely with teams across the company to understand their problems and design datasets that can provide actionable insights in a scalable and sustainable way. They will communicate findi…,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['US', 'New York', 'New York City'], 'display_name': 'New York City, New York'}",5005394236,https://www.adzuna.com/details/5005394236?utm_medium=api&utm_source=962be41e,106658.95,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAwNTM5NDIzNiIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.YSJUhwdkxyXLY-uHtJKT9A9nfdIFSpZM6kJB8R6iPUA,Data Analyst,1,2025-01-10T09:27:25Z,,106658.95,"{'display_name': 'Peloton Interactive Inc', '__CLASS__': 'Adzuna::API::Response::Company'}",,full_time
"Job Description Job Description Job Description:- Job Title – Analytics Consultant Location- Lower Manhattan, NY 10007 Duration – 4 Months Onsite Role Job Summary/ Essential Job Functions: This candidate will plan and perform statistical analysis and conduct studies related to the repair processes for maintenance workers and skilled trades. This candidate will design and build analytic processes to track staff schedule optimization and travel times, backlogs of repair, completion times of repai…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['US', 'New York', 'New York City'], 'display_name': 'New York City, New York'}",5024042897,https://www.adzuna.com/land/ad/5024042897?se=qGDQsy_e7xG3XU9x78hqtQ&utm_medium=api&utm_source=962be41e&v=F0C48DB4F2BEBA36AE0A2DE2E4F9F039903337C7,50170.14,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUdEUXN5X2U3eEczWFU5eDc4aHF0USIsImkiOiI1MDI0MDQyODk3In0.3HBzhBJFJVx0LWP9LXACO4bALlVthxe-pNCvQsesAFs,Analytics Consultant/Data Analyst- Masters Degree Required,1,2025-01-25T10:37:38Z,,50170.14,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Cogent Infotech Corporation'}",,
"Part-Time Research Data Analyst - Student Affairs GENERAL DUTIES Completes non-teaching projects or complex work in support of a Campus or University administrative or academic department. This work is generally of a temporary nature and requires specialized experience or expertise. CONTRACT TITLE Non-Teaching Adjunct FLSA Non-exempt CAMPUS SPECIFIC INFORMATION Lehman College, of The City University of New York, ranks among the top five institutions in the nation for fostering social mobility. …",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['US', 'New York', 'New York City', 'Bronx'], 'display_name': 'Bronx, New York City'}",5027716397,https://www.adzuna.com/land/ad/5027716397?se=qGDQsy_e7xG3XU9x78hqtQ&utm_medium=api&utm_source=962be41e&v=FDCAA7D88485E965160AE8675689FA4E760125BA,67501.84,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs', 'label': 'Part time Jobs'}",-73.883422,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUdEUXN5X2U3eEczWFU5eDc4aHF0USIsImkiOiI1MDI3NzE2Mzk3In0.QavppwiNIkpzKA-mkj81PUb5He3BnGODZyeqXTFqN1E,Part-Time Research Data Analyst - Student Affairs,1,2025-01-28T22:55:34Z,40.846188,67501.84,"{'display_name': 'Lehman College', '__CLASS__': 'Adzuna::API::Response::Company'}",,part_time
"POSITION: Data Analyst $112,000 per year 40 hours per week LOCATION: 1710 Whitestone Expressway Whitestone, NY 11357 JOB DUTIES: Construct comprehensive data analysis models for supply chain. Oversee RFP process; monitor contract performance; collaborate with cross functional teams; post RFK tracking. EDUCATION Master’s degree in Supply Chain Management REQUIRED: EXPERIENCE 12 months as Purchasing Assistant/Data Analyst using REQUIRED: Supply Chain Analysis APPLY: Kavir Singh Director of Human …",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Whitestone, Queens', 'area': ['US', 'New York', 'New York City', 'Queens', 'Whitestone']}",5020009371,https://www.adzuna.com/details/5020009371?utm_medium=api&utm_source=962be41e,71269.45,"{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",-73.809557,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAyMDAwOTM3MSIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.gXDTVcmBlKf6k_hRVfs7LjTTlEDyQL0GWSgW0QTtnRk,Data Analyst,1,2025-01-22T12:37:59Z,40.792045,71269.45,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Jetro / Restaurant Depot'}",,full_time
"Job Title : Data Analyst Contract Duration : 6 Months (Extension possible) Pay range : $50 - 55/hr Location : New York City, NY Work Type : Hybrid, 2 days onsite, Monday - Friday 9 am to 5 pm Story Behind the Need: Business group: GBM Business Automation partners with technology and program managers to integrate timelines and deliverables into project plans, create business requirement documents, test scripts, user acceptance testing, and project artifacts, identify risks/issues/dependencies, a…",Adzuna::API::Response::Job,"{'display_name': 'Grand Central, Manhattan', 'area': ['US', 'New York', 'New York City', 'Manhattan', 'Grand Central'], '__CLASS__': 'Adzuna::API::Response::Location'}",5020077881,https://www.adzuna.com/details/5020077881?utm_medium=api&utm_source=962be41e,109367.44,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}",-73.97528,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAyMDA3Nzg4MSIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.ZdT__d4sELIldJ0kFBv6s5QMHy1Ad9n6m9POJ5FsVys,Data Analyst,1,2025-01-22T14:06:49Z,40.75284,109367.44,"{'display_name': 'Global Technical Talent', '__CLASS__': 'Adzuna::API::Response::Company'}",contract,
"Data Analyst Edison, NJ Job Responsibilities: • Provide weekly, monthly, and annual reports for supply chain, trial balance and balance sheet • Use Machine Learning in Python code within Power Platform to bring the cross-sell analytics, customer insights • Build Canvas web apps using functional and logical expression in Power Apps • Create custom connectors using API • Prepare and deliver visualizations and internal presentations that translate analytic insights into tangible, actionable soluti…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Five Corners, Hudson County', 'area': ['US', 'New Jersey', 'Hudson County', 'Five Corners']}",5020080654,https://www.adzuna.com/details/5020080654?utm_medium=api&utm_source=962be41e,87607.75,"{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",-74.0784,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUdEUXN5X2U3eEczWFU5eDc4aHF0USIsImkiOiI1MDIwMDgwNjU0In0.tLU3mnAVxC6JEsRvCMvQOiDUVb2SleN1H_BSVt-qpuE,Data Analyst,1,2025-01-22T14:07:01Z,40.7282,87607.75,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Resource Informatics Group'}",,
"The Fund for Public Health in New York City (FPHNYC) is a 501(c)3 non-profit organization that is dedicated to the advancement of the health and well-being of all New Yorkers. To this end, in partnership with the New York City Department of Health and Mental Hygiene (DOHMH), FPHNYC incubates innovative public health initiatives implemented by DOHMH to advance community health throughout the city. It facilitates partnerships, often new and unconventional, between government and the private secto…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['US', 'New York', 'New York City', 'Manhattan', 'East Harlem'], 'display_name': 'East Harlem, Manhattan'}",5025492957,https://www.adzuna.com/details/5025492957?utm_medium=api&utm_source=962be41e,68843.38,"{'tag': 'scientific-qa-jobs', 'label': 'Scientific & QA Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",-73.942048,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAyNTQ5Mjk1NyIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.JOvVOBL0PXvgMaLhH9JSu9WlOUJCjJL9syl9_nMoaOA,Data Analyst,1,2025-01-27T08:00:33Z,40.793061,68843.38,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'FPHNY'}",,
"Title: Data Analyst Location: Northeastern Region (Hybrid - 3 Days Onsite) Description: The Data Analyst will support data transformation and migration projects by leveraging strong SQL querying skills and data manipulation expertise. This role involves mapping source-to-target JSON feeds, creating SQL scripts, and working with ETL processes to ensure efficient data integration. The ideal candidate will have a background in banking or financial services and experience with data extraction, load…",Adzuna::API::Response::Job,"{'display_name': 'Five Corners, Hudson County', 'area': ['US', 'New Jersey', 'Hudson County', 'Five Corners'], '__CLASS__': 'Adzuna::API::Response::Location'}",5024991478,https://www.adzuna.com/details/5024991478?utm_medium=api&utm_source=962be41e,90835.31,"{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",-74.0784,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAyNDk5MTQ3OCIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.wcCGMyh3fgGJSg46kCfjDdpjg68FlLsvfaFwsZe8BXA,Data Analyst,1,2025-01-26T16:22:10Z,40.7282,90835.31,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mitchell Martin'}",contract,
"A nonprofit organization in New York is currently seeking a new Data Analyst to join their Organizational Learning & Development team in New York City. Learn more Responsibilities: The Data Analyst will: Manage active data collection across the organization Work with each department to document and share performance data in a timely fashion for quarterly submissions to our organization-wide dashboard"" Improve organizational dashboard to be more automated and interactive (exploring tools, includ…",Adzuna::API::Response::Job,"{'area': ['US', 'New York', 'New York City', 'Manhattan', 'Grand Central'], 'display_name': 'Grand Central, Manhattan', '__CLASS__': 'Adzuna::API::Response::Location'}",5020085462,https://www.adzuna.com/details/5020085462?utm_medium=api&utm_source=962be41e,94761.62,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}",-73.97528,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAyMDA4NTQ2MiIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.9znK6bHcwTR_aKvV55IySHcwjGbswN6YFvJ-iD1NIcU,Data Analyst,1,2025-01-22T14:07:23Z,40.75284,94761.62,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Tandym Group'}",,
"Title: Data Analyst Location: Regional, Hybrid (Northeast Area) Description: The Data Analyst will be responsible for investigating and resolving data quality issues, ensuring compliance with established protocols, and providing client support as the first point of contact for inquiries. This role will involve identifying opportunities for process automation and quality enhancements, managing project contracts within vendor systems, and applying risk and control knowledge to ensure compliance a…",Adzuna::API::Response::Job,"{'display_name': 'Grand Central, Manhattan', 'area': ['US', 'New York', 'New York City', 'Manhattan', 'Grand Central'], '__CLASS__': 'Adzuna::API::Response::Location'}",5020111578,https://www.adzuna.com/details/5020111578?utm_medium=api&utm_source=962be41e,90297.73,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}",-73.97528,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAyMDExMTU3OCIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.kSHsxbu4LuxZRxoorwUNcU_lKLJShtF99dJ-RzNoKEM,Data Analyst,1,2025-01-22T14:09:18Z,40.75284,90297.73,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mitchell Martin'}",permanent,full_time
"COMPANY PROFILE: At WTEC Energy, we help bring power to millions of people and businesses across the United States. Headquartered in Hasbrouck Heights, NJ, we are a leading manufacturer servicing the energy market with locations in 4 states. WTEC Energy is a privately held company committed to providing innovative, sustainable energy products and solutions for today and tomorrow. We service and support diverse markets including: Renewables (Solar and Wind), Electric Utility (Transmission, Subst…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hasbrouck Heights, Bergen County', 'area': ['US', 'New Jersey', 'Bergen County', 'Hasbrouck Heights']}",4814715661,https://www.adzuna.com/details/4814715661?utm_medium=api&utm_source=962be41e,104004.44,"{'tag': 'energy-oil-gas-jobs', 'label': 'Energy, Oil & Gas Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",-74.074784,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDgxNDcxNTY2MSIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.4MYjtZ64kkx_nG6mxEJ-niZWs_iMTMEBWK6gQW4qpcA,Data Analyst,1,2024-08-07T08:34:52Z,40.862515,104004.44,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wind Turbine And Energy Cables'}",,
Function / Purpose: This position is responsible for analyzing and preparing data & analysis to internal operations team(s). The Data Analyst will work with the sales and operations teams to develop standard KPI & metrics reports and provide trending/insights as needed. This role will also help develop Control Reports for optimized Data Governance in both Fusion’s operating system (TMS – transportation management system) and BI application. The following are all aspects of a business analyst’s …,Adzuna::API::Response::Job,"{'area': ['US', 'New Jersey', 'Bergen County', 'Rutherford'], 'display_name': 'Rutherford, Bergen County', '__CLASS__': 'Adzuna::API::Response::Location'}",4999311227,https://www.adzuna.com/details/4999311227?utm_medium=api&utm_source=962be41e,84639.88,"{'tag': 'accounting-finance-jobs', 'label': 'Accounting & Finance Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",-74.109314,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUdEUXN5X2U3eEczWFU5eDc4aHF0USIsImkiOiI0OTk5MzExMjI3In0.Wo6RDysvWYcxm3XrWOFBrxKQt8KcksZErASQn1OBB08,Data Analyst,1,2025-01-05T23:36:10Z,40.824806,84639.88,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Fusion Transport'}",,
"Company Overview: Public Health Solutions (PHS) is a 501(c)3 non-profit community-based organization (CBO) that has existed for 70 years to improve health equity and address health-related social needs (HRSN) for historically underserved marginalized communities. As the largest public health nonprofit serving New York City, we improve health outcomes and help communities thrive by providing services directly to vulnerable families, supporting community-based organizations through our long-stand…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['US', 'New York', 'New York City', 'Manhattan', 'Canal Street'], 'display_name': 'Canal Street, Manhattan'}",4950490758,https://www.adzuna.com/details/4950490758?utm_medium=api&utm_source=962be41e,70000.0,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",-74.004901,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1MDQ5MDc1OCIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.lT5RZqYUgaHZsJZYqupK0a_eQXwf-Uj4WFG6L5j7rg8,Data Analyst,0,2024-11-25T09:18:52Z,40.720431,70000.0,"{'display_name': 'Public Health Solutions', '__CLASS__': 'Adzuna::API::Response::Company'}",,full_time
"Company Overview: Public Health Solutions (PHS) is a 501(c)3 non-profit community-based organization (CBO) that has existed for 70 years to improve health equity and address health-related social needs (HRSN) for historically underserved marginalized communities. As the largest public health nonprofit serving New York City, we improve health outcomes and help communities thrive by providing services directly to vulnerable families, supporting community-based organizations through our long-stand…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Grand Central, Manhattan', 'area': ['US', 'New York', 'New York City', 'Manhattan', 'Grand Central']}",5020078701,https://www.adzuna.com/details/5020078701?utm_medium=api&utm_source=962be41e,71616.45,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",-73.97528,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAyMDA3ODcwMSIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.I-Xu-BzOv6knGhCOLp_mpFrnQaCy4igABaZEOEWsWBk,Data Analyst,1,2025-01-22T14:06:53Z,40.75284,71616.45,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Public Health Solutions'}",,
"The Fund for Public Health in New York City (FPHNYC) is a 501(c)3 non-profit organization that is dedicated to the advancement of the health and well-being of all New Yorkers. To this end, in partnership with the New York City Department of Health and Mental Hygiene (DOHMH), FPHNYC incubates innovative public health initiatives implemented by DOHMH to advance community health throughout the city. It facilitates partnerships, often new and unconventional, between government and the private secto…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Astoria, Queens', 'area': ['US', 'New York', 'New York City', 'Queens', 'Astoria']}",4870339395,https://www.adzuna.com/details/4870339395?utm_medium=api&utm_source=962be41e,78272.53,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Admin Jobs', 'tag': 'admin-jobs'}",-73.93254,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDg3MDMzOTM5NSIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.BT-WNDElk60DpCLe0hLdblUwx69J4zWwC_iVvWMV76A,Data Analyst,1,2024-09-20T06:16:45Z,40.74816,78272.53,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Fund For Public Health'}",,
"Company Description Job Description The NYC Department of Environmental Protection (DEP) enriches the environment and protects public health for all New Yorkers by providing 1.1 billion gallons of high quality drinking water, managing wastewater and stormwater, and reducing air, noise, and hazardous materials pollution. DEP is the largest combined municipal water and wastewater utility in the country, with nearly 6,000 employees. DEP's water supply system is comprised of 19 reservoirs and 3 con…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Queens, New York City', 'area': ['US', 'New York', 'New York City', 'Queens']}",5020100169,https://www.adzuna.com/details/5020100169?utm_medium=api&utm_source=962be41e,119058.51,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs', 'label': 'Scientific & QA Jobs'}",-73.820382,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTAyMDEwMDE2OSIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.ZcpQkcNh2j0eEVs3HP2xwUqN4bGg9y0bAhTuyc5cH7o,Data Analyst,1,2025-01-22T14:08:27Z,40.702467,119058.51,"{'display_name': 'City of New York', '__CLASS__': 'Adzuna::API::Response::Company'}",permanent,full_time
"Location: Remote, New York City, or Oakland Travel is encouraged approximately once a quarter, and occasionally required. Role Type: Full-time Compensation: $97,000 Visa sponsorship: Not available Hires remotely in: United States Experience: 3 years of full-time, professional work experience PLEASE APPLY DIRECTLY TO THIS ROLE VIA: https://job-boards.greenhouse.io/recidiviz/jobs/4406926006 - Note: Implementation Engineers and Data Analysts at Recidiviz both work directly with our data and levera…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Oakland Gardens, Queens', 'area': ['US', 'New York', 'New York City', 'Queens', 'Oakland Gardens']}",4890004173,https://www.adzuna.com/details/4890004173?utm_medium=api&utm_source=962be41e,107821.67,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}",-73.756611,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDg5MDAwNDE3MyIsInMiOiJxR0RRc3lfZTd4RzNYVTl4NzhocXRRIn0.3-ezkL6NAT1rM7aJOomr8O_Zt35NCOBuzjFXtmZcEuk,Data Analyst,1,2024-10-05T07:52:40Z,40.740006,107821.67,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Recidiviz'}",,full_time
